Mr Ramanayake nevetha nadu daganneh eppeh.nadukarayanta rasava nethivei. Oya apu cheeneh konde bedapu kenekdakiya soya beluvoth hoda nedda? Devipita lebevah thava thavath sri Lankavata sevaya karanneh.,0
Mukiyana boru lankawa betaluwo etthatne geniyak waga kiyavanawa hriyata wattiamma waga gonranja,0
Ammo santha,0
Gammac,0
Ape..janaadipathi...wenna..GONJAATA..ADU..MONAWAADA...?,0
Mala jarawak ane piumi hansamali à¶…à¶´à·Šà¶´à·’à¶»à·’à¶ºà¶ºà·’,1
Piyumita.vaine bila weri hodata,0
Ranjan uncle ğŸ˜ğŸ˜,0
Godak lassanai,0
Ponna party,1
Godak lassanai.... â¤â¤,0
Muge.rekod.wala.tiyenawa.piyumi.samaga.kiyapu.dewal.aru.pons.keneklu,1
Chandimalta subama upan dinayak wewa jp â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0
Godak lassanai ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0
Piumi  wasi tana and ğŸŒ¬,0
Ranjan aiye massina patta ...,0
Yako mu auruddata ki parak ipadunada ğŸ™„ğŸ™„ğŸ™„,0
Supiri Ranjan ayyağŸ¥³,0
Api asai eyage kata hadata....ğŸ¸ğŸ¸ğŸ¸ğŸ¸ğŸ¸ğŸ¸ğŸ¸,0
Shanika madumali genako  rangana aiye,0
Ranjan aiya kalawe supiri waddek thamaâ¤ï¸,0
Hoda gemma aka,0
sahanghi wa gennakooooooooooooooooooooooo,0
"Theruni duwa mama asama niliyak oya...ahinsaka kama, hadiyawa,  dakshakama okkoma pihitala thiyenawa... a wagemai gayana hakiyawa...hamadath nama raka gena iina...oyata siyalu devi pihitai...",0
Ranjan  aiyata  jaya  wawağŸ’–ğŸ’–ğŸ’–,0
hamotama adarei,0
Ranjan Ramanayakatath enna puluwan dan. rangana obata thank,0
Harima lassanai,0
Ade. Wadi. Balanna. Hitanna,0
Rajan ayye oya supuri hode asama naluwek oya,0
Anurada akka lassanaii,0
Rangana dan bilingwatte ekak wage.,0
Me gon badu ape elaine na wasawal,1
Ranjan ğŸ¤®ğŸ¤®ğŸ¤®ğŸ¤®,0
Apooo add nethuwa balanna awa madei..,0
Ha,0
unmada u pramadara,0
Kavi â¤ur voice amazingğŸ”¥. maneesha dan tikak hadila wage champion star awilla udin idala ahagaththane hodata,0
Cricket playerlswa gananko wadstanta,0
RANJAN  DUPPATHAGE  HITHAWATHA...  SUPER...ğŸ’šğŸ’›ğŸ’œğŸ’—ğŸ’šğŸ’›ğŸ’œğŸ’—ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,0
Tv eke ad hinda youtube blanda awa meke ita wada ad ayenm blnne na redda!!! ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡,0
Kavai.mhathwela tawa.tika.ketu.unma hodai,0
Ad danna epa bn,0
ranganayata mole amaruwakda manda gon kallak allagena a step eka poddak denna balanna kiyanne... chora oi eka.... match wenne na,0
Dananji niyamai..mara nidahas charithayak,0
"please puluwannam ranjan, teni, bandu gennananaa...",0
kawindya super,0
Anthima thappara gana dala nha neh? Eke wechcha de api dkka.,0
Kawi hari hurathal....,0
Man asai kavindyata.eya hari hurubuhuti...adare hithenawa,0
Ewith Inna hemotama mama adarei. Specially kavindyaâ¤ï¸â¤ï¸all the best hemotamağŸ’•ğŸ’•ğŸ’•,0
Ranja fun manisata hitha giya dakka lassama kella,0
Aiyoo  hina wela ma kadulu awa kawi nangi ane oya mahat wenna nam.epa amma wage  lasssanai ada awa hamoma,0
Aneee manisha oya shoiiii lassanata sing kala ğŸ‘ğŸ’š oyath lassanai chuti girl kenek sweet ğŸ’•ğŸ’œï¸,0
"Man asama anuradha oyata akki giri devi eke pateta ragapanawa ah, voice ekath gathi aneeee sweet ğŸ’šâ¤ï¸",0
Ranjan aiyaaa mona kale mona vidiyata hasirunath oyata api à¶šà¶½à·à¶šà¶»à·”à·€à·™à¶šà·Š hatiyata hamadama asai somiye inna porak nisa,0
Namin rangana unaata api asa aiyage à¶šà¶­à·à·€à¶§ ğŸ‘,0
Harima lassanai wadasatahana,0
Welada danvim wadi aiyo.. Epa wenawa balannath,0
Wal pukayo  kello lamgata genwanawa,1
Kaviya mahath wela amma wage mahath wenna epa sudo,0
Harima lassanai program eka..genapu kattiya 6 denama maru....Suba pathum,0
"Please rangana gennako .umali,umariya,hirunika pemachandra.godak lassanai ada wedasatahana oba sema Jesus pihitai!!",0
ranja akenma Adarei ah,0
Pehadili madi melawa rahak ne,0
youtube eke vitrai add natuwa tibune dan e magulet add kiyhankoo ğŸ˜«ğŸ˜«ğŸ˜«ğŸ˜«ğŸ˜«ğŸ˜«ğŸ˜«ğŸ˜«,0
Harima lassanaiiii,0
Nilanga supi ğŸ”¥,0
Ada   Apu 6 th  program  aka  Lassana  kala. Rangana kiwwa wage  susanthika.damayanthi. sugath. Yana kreedakayanwath   genna.ayalawa  dakinnath  asai,0
Ranjan aiyagen pukawal parissam karaganilla nangila tika hodeğŸ˜œğŸ˜œğŸ˜œğŸ˜œğŸ˜œğŸ˜œğŸ˜œ,1
anunge awa hoyana ponsiyo meka balapalla,1
ranjan aiya oya pamanai palimant viray,0
Programme eka baluwe ranjan nisamai,0
Rangana.ada.nam.niyamaikatiyath.hodaisiyalu.denata.suba.patum.â­ğŸ‘,0
Amma sigerat gahanawada kawi,0
Ranja kata talk karada danne na,0
Ranjan aiya athulu siyaluma danatama b s rangana aiya oyatah,0
Kawi duwa oyata adari ammata wagema aduraganna beri una,0
Ranjan aiya  kiynne  cinamata  nathuwama  beri  kenak,0
Ane ayye add wadi,0
Kavi  mama harima adarei oyata budusaranaiâ¤â¤â¤â¤ğŸŒ·ğŸŒ·,0
Ranjan aiye oyata godak adarei,0
Super  star  ranjan ayye  oyata  api  hamadama  adarei.,0
Maneesha akki lassanai,0
"GON RANJA HIRUNIKATA VITHARAK NEME PUKE ARALA THIYENNE, OYA VANACHARA BALLA THAWA NILIYANTA PUKE ARALA THIYANAWA. LANKAWE INNA EKAMA VANACHARA KUPADI NALUWA GON RANJA VITHARAI. BALAGENA RANGANA, RANJA OYAGE GAANITATH PUKE ARIWEE.",1
Ana  ma  ad  danda  apa  ahama  unama  wadasatahana  apa  wanawa,0
à¶»à¶‚à¶¢à·’à¶­à·Š  ayya à¶¯à¶šà·Šà·‚  ragapanna  kenek,0
Ranjan ayya waaa serama  à¶½à·ƒà·Šà·ƒà¶±  ada,0
ğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ’ƒğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘‚lassanai budu saranai,0
Manisha lassanai cuti huru buhuti kella aderei jayaveva ğŸ’ğŸŒ¹ğŸ˜€ğŸ‘,0
Lassanai program eka adanm ğŸ˜â¤,0
Nilanga anuradata kamathi wage eya ekkama thamai dance karanne issara song eketh ehemai thoragaththeth eyawa â¤ï¸,0
Kavi oyta gym yanna wei wage?ğŸƒğŸ½â€â™€ï¸,0
Ranjan mahatha innawa dakka nisa baluwa,0
Samithage duwa Amma wagema niyama gonğŸ‚  baduwak,1
Tu nodaken wanacara hatta,1
Me dananjita manawa welada puduma dangalayakne,0
adarey ranjan ayya niyamai.rangana dan nidahas neda.sathutin inna.hamoma shok.adarey.jp,0
Ranjan Hamadama lassanai aderei. Anit samatat adarei. Istuti rangena e suvarnavahini nalikavata istuti â™¥ï¸â™¥ï¸âš˜âš˜ğŸ˜€ğŸ˜€ğŸ‘ğŸ‘ğŸ‘,0
Ranigana ada à·€à·à¶©à·ƒà¶§à·„à¶± à·ƒà·”à¶´à¶»à·Š  ranigani manisha à¶‡à¶­à·”à¶½à·”  siualu danatama suba pathum,0
Anjali(k. Sujeewa) genna rangana Aiya,0
Pattha lassanai,0
Ada harima lassanai ranjan ayya apu nisa thawath sathutin beluwa rangana ranjan ayya athulu semata jesu pihitai!!,0
Monwa karath  mada gahan minissu  innwa  ranjan kiyanne kohomath jolliyen  jiwath wena minihek,0
Ada nam godaaaak lassanai,0
Adanama.maruiya,0
Apa  ranjan sir godk adara,0
Nilanga nisa balanawa hiru eka beluwa nadira inna nisa,0
Rangana malli oyatah atuluwa ada awilla inna siyalu denatamat siyalu dewiyange pihitai araksawai jayawewa hamadamat adareiiÃ¬iiiiiii adareiiÃ¬iiiiiii godak parissamin inna hode mama saudiwala Ranatunga ayiya,0
"Manish ta lassana gayana hakiyawak thiyanawa, pls eka wadi diyunu karaganna.",0
Ane  oyala  hamoma wenas welane   gedara  idala    nangila mahath wela,0
Ane dananje duwe mama ammage yahaluwa sujee anti.kausige Amma.mata oyage number eka dennako.  Mama enne cyprus. please.,0
Kawi lassanai mahath wela wage,0
Badu illana taru à·ƒà¶¸à¶œ back side,1
Ada program eka godak lassanai....â¤â¤ and  good luck ğŸ™ğŸ™ğŸ™ğŸ™ğŸ™ğŸ™,0
Ada à¶½à·ƒà·Šà·ƒà¶±à¶ºà·’ ..aiya puja akkawa gennako..,0
Adath supiri b s hamotama,0
Lassanai kavi....â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0
Ara wassiyo tikata mahum  ddanda unada dannaa. Ranja awitne,1
Kawindya duwath theruni duwath idiriyatama yanna man suba pathanawa oya dennatama.dubai sita,0
Adath wenada wagema godak lassanai hitha ellana tharu rangana malli athulu siyaluma denatama godak adarei jesu pihitai â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0
 à·„à¶´à¶±à·Š à¶´à·à¶¯à·”à¶» ' set eka gennanna.ğŸ˜Œ,0
Ada nam harima lassanai ranjan aiya hina gassanawa api hamowama,0
Cirntha bape hodinde kavie,0
"mama balapu hodfama hitha illana tharu programme eka. aye me wage ekak ena ekakuth ne, re 12 wenakal full kick eke hitiye programme eka iwara wenakalma. rangana oba supiriyatama programme eka kala. paksha pata wedak ne lankawe super star ranjan ramanayake,, nilanga, rangana, ranjan 3ma supirima badu thunak elama kiri...",0
"Hi Rangana,hitha illana tharu ake,camera videos clear ne.me studio akata ana hemoma mahathta miti wela penne.aya niweradi karanna please.",0
lassanai hamotama adarei ğŸ’–ğŸ’–ğŸ’–ğŸ’–,0
Mama asama naluwek thamayi ranjan ayjya,0
Kavi oya derane indan mekata duwan awada ane,0
Ai ane mechchara ad,0
Lassanai ada godak,0
Hamaoma.lassanaie,0
Kavindiya  oya .hugak. mahathqela..ne..  budusaranai obata,0
Mekata vada rangana aiya anith eke godak hodata kara programe eka.echcharai kiyanna thiyenne.api kalin hari asai.eth dan asa na.,0
Anna ehema hamadama YouTube live dennako. Niyamai. Balannako views kohomada kiyala mekatama. Ay Swarnawahini aluth management ekenwath apita channel eka YouTube eken live stream balanna hadala denne naththe.,0
Nadakin oya gon ranjawa gennawe ai yako thopita lajja nadda,1
Commercial ad nethuwa video danna rangana ayya,0
Hamoma hari lassanai hamotama adaraiâ¤â¤â¤,0
lassanai .... aadarei hamotama.. GOD BLESS ALL OF YOU. .,0
Good bs hamotama,0
New generation  eka kohomada ranja funny  neda,0
Lassanai,0
Rangana ganamganna EPA Pala athi rukatay gal gahanne harima lassanay italy,0
Vadagath Aya anunge de Johanne naha Kavi diva suba anagathayak italy,0
godak lssni  aiya oyaga wdasthna mma kuwaitâ¤â¤â¤â¤â¤,0
 aeiyea oya hari lassanaei kawadath wayasata noyeana keaneak oya eaa rahasa kiyanawada apitath,0
Lassanai godka â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ğŸ‘,0
Man godak kamathi aya inne visesen i hinda godak asawen baluwa,0
Kiyanna wachana na,0
Komada gonjage wada adarei sir ubata ğŸ’–ğŸ’–ğŸ’–ğŸ’–ğŸ’–,0
Supiri ranjan aiya,0
Oba thuma hemadamath kathakaranne aththa eth ape rate ayata eka penne weradiyata oba thumata jaya wewa jesu pihitai ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0
Samahara pakku ranjata ganu achcharak innw mechchrk innw kiyal baninne yakoo ewa apita wadk na ew ratat wadkut na...mewane yakoo ratat wadagt wad....pohottuwe wahallu dnne hoda minissu kapal ain krnna tm...à¶†à¶¯à¶»à·™à¶ºà·’ à¶»à¶±à·Šà¶¢à·.....,0
Niyamai 1shot one,0
Loketa penna video kara kara haal bedana haal manthiri meti thumanoooo...oka nihandawa keruwa nam thama lassana .....,0
Bud sarani aiya oyata hadawatinma Jaya patanawa.,0
.niyama porak..,0
Mn asama knk thmai  aiye oya.oya krana wade gdaak hodai eth me rate smhra mnissu knna deepu atha hapa knwa eka nisa prissmin.budu saranai ğŸ˜˜,0
Unlike krpu eun hal bedanawa athi hondata ğŸ˜ ğŸ˜ pau haththa yako honda dakkamawath eka agaya krnna purudu weyan ğŸ˜ ,0
Oba wani pinwath daruwan loketa pahala wanne kalathurakin malli oyata budusaranai,0
Koye.dan.rajaye.amathila.asarana.menisunta.monawada.karanne.katawal.wetharayi.obathumata.devipehitayi.,0
Api  rathnapure apita nadda..,0
Hodai  mame,0
Meparath hire yannada hadanne jayawewa,0
Adarei,0
Hall bedana waradata  kuduwe inna wei.......ğŸ¤£,0
Oba thumage sathkaraya uthum kota salakanwa..obata godak pin apitath adara karanna.,0
Apith mirigama wewahena watta janathawatath oba thuma udau karanna.oba thumata godak pin,0
 oyata gdk pin,0
Kawur monawa keewath oba thuma karana pinehi Aanisansa oba thumata.....Oba thumata godak.......pin.  Api minuwangoda.,0
meiy paththe enawa daa ??? Attanagalla,0
Ouwa vediyo karanne nethuwa karanam godak watinawa,0
wediya epa Hal 5 kg thibunoth ahi dewi pihitai wedi wediyen lebewa,0
ela kiri,0
Godak.pinğŸ‘ğŸ‘ğŸ‘â™¥ï¸â™¥ï¸â™¥ï¸,0
Ane  ape  gamatat  anna,0
Ranjan Aiya  oya  BAYAWENNA  EPA  225 PARLIAMENT EKE  U....GE...AMMA  EKKA  HUKKANNA  KEYANNA. GONA   KANNATH NEHA  .KANAGONATA  DENETH  NEHA...UTA..PURURUI  SUDU  VAN  WETHARAI,0
MR RANJAN  ERSEYAWATA  ANDUWA  BADA  KALOTH...E...BALATA   CORONA  HEDEWA....SADU..  SADU.....SADU,0
uba mata lankave enna thavath virayekâ¤â¤â¤,0
 mahaththayata wage oba thumatath salakavi paressamin jesus pihitai,0
Supiri wadak,0
Asarana  wela inna minissunta  upakara  karana eka  me welawe  loku pinak  mewa waradawa  hithala  hire danna epa minissunta  loku sahanayak  thank you ranjan,0
 ayay api oyta banna tama karapu samahara ewata eth api oyge wadapiliwelata kamati. chandayak denna wediyak na oya inna pakshe nisa pluwanam taniyama gamanak yanna,0
"225 kastiya chandeta kalin dawas wala nm puduma adarayak thibbe apita ,badu beduwa ,salli dunna ,hoyala baluwa ,e okkoma kare manapa balaporoththuwen nemei apita thiyena adareta kiyal kiuwe....eth e kattiya chanden passe hoyannawath na dan ......adareth na........respect  ...........",0
Parliament eke enna guu ğŸ’©  à¶œà·œà¶©à·€à¶½à·Š à¶‘à¶šà·Šà¶š à¶¶à¶½à¶¯à·Šà¶¯à·“ ranjan à¶šà·’à¶ºà¶±à·Šà¶±à·š à·ƒà·”à·€à¶³ à¶¸à¶½à¶šà·Š ...,0
Gampaha poogodatath denna,0
Ane apith gampaha kandana.jobless me tike.puluwannm help karanna,0
Kauru monawa kiwwath Ranjan oba hari wadakarana Ayek.ğŸ˜,0
Apitat dennko  mm kulewada kranne babala 3 denek ennwa mm gampha rathu swala enn ni pin sedda wenwa mahtthyo,0
Hamadama minissunta udaukaranna anit kalakanni inne minissu rawattala tamange account purawaganna vitarai,0
One shot hamadama duppat minissu akka ela kollek ğŸ‘ŠğŸ»ğŸ‘†ğŸ»,0
Hodaina a manussaya thama ahema hari wedak karanna a a wage manussa kam danna manussayanta wedak kara ayata thama asadarana kam karanna erisiya karayo,0
Rangaiye oya attatama ratata adary kenek kitala api dannawa  hebai me welawe pemas wenna hadannepa,0
 site oya hira enna kaleth adath apitanam  vatinava.ath ada api rata mawbimata anna danne sakkili obata jayavava,0
Sir api oya akka kawadath hitiya.api enne jaela thudella kiyana game.sir awa ape gamata.kamal aiyala sanwidanaya kale oba thumawa genwanna mathaka athi oba thumata.ape game job  karanna vidiyak nathuwa asarana paul godak ennawa.oba thuma ape gamata awith api ganath balanawanam me welawe godak pin.jaya wewa.god bless you.,0
Subscribe ekak one kattiya ape patthetath enne,0
Ane apita hal tikak dannako enna kenak ne gedara inna lamai.mage daruwan kanna bonna natuwa duk vidinawa korona nisa..man waliveriya. Oba tumata pin,0
Gampaha janathawage chanden pathkaragath duppathage badaginna adunena ranjan mantrithumata saha janathawata jayawewa,0
Kehelella th enna,0
Aththatama oyanam minis hadawatha hodatama adurana kenek.dirgayu pathanawa aiya oyata.kanna nathi kulliyak karaganna bari koi tharam minissu ada badaginne athida.oyata godak pin .budusaranaiâ¤â¤â¤â¤,0
 ayya oya me rate agamati wenwa dawasaka jaya wewa,0
"Jayawewa..mahaththayoo.obata.budusaranay
Suba.patum.pin.godak.mama.madaperadegen.mama.hamadama.adarey.oya.gathi.guna.walata",0
 me ponna aanduwa thawa awrudu  3 bayawenna EPA gematama set weyan ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ¤ğŸ¤ğŸ¤â™¥ï¸,1
Runjan obata budu sarenai.,0
hira anduwa unge mallawal purawa ganna eka thamai wede ratawal walin mudal aran un sepa wedina eka neweda   ewage balkanta corona hedilama   merila yanna ona,0
Ane manda ranjan aiya  oyat kochcar  Bannat karat karannema akamai oyat godak pin budusaranai,0
ea gaththu ewa unge genuta i hora genuntai hora amathi ballantath oennama denna aiye ea pakeyanta baya nowi,1
Niyami sir,0
Ranjan mahaththayo mama pallewela.mage mahathtaya garej ekak karanne.apita wada karanna widiyak naha.puluwan nam me tike jiwath wenna udaw karanna,0
Jayawawa jayawawa jayawawa obatumage  Manossakama ta Sir  obatuma yanakota geniyanne maywan Hoda Dewal pamanai ...â¤â¤,0
Eththatama pin sidda wenawa.. Budu saranai..!,0
Niyama wadak srr.bs.dp,0
Apith oyata thamai dunne  api  wathurugama,0
Yahapath wedak ..jesu pihitai,0
Hayyiiooo,0
Duppatage hithavathaa. ğŸ‘ğŸ‘,0
Ranjan aiya meke kenek kiyala thiyenawa kanna videhak ne edawela hoyagena inne mehetath enna kiyala thiyenawa eyata balala denna puluwannam,0
Ela ela bs,0
supiri deshapalakayekâ™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸,0
Oya godak Honda wadaak karanne aiye mage chanel eke computers Gana mama videos danawa mata shout out ekak dennako,0
Apo cametwalata likdala nimakkarannabe brla okkomatama laikdemma kiyala hithaganna lassanai ranjan methithumani aniwa jaya,0
Hira wera 4 idan ayya api,0
Ayyaa api minuwangoda 071 5942267,0
Onna  sir oya hal bedenewa dekela 5000 aye denewaluğŸ˜† balagena enna  be balagena enna be. Kohome hari ahinseka minissunta pihitai unoth a athi.  Api kawuruth merena minssu apita anthimeta ethuru hode nareka withera neğŸ™,0
Aththatama hondha wadak minissu asarana wela inne me welawe,0
Ana APA petatwat Aran Enna aiya,0
One shot ayya oyage wadapiliwAlata asay oya wada satahanata sambanda wenna puluwanda 0775671308,0
Godak pin ranjan aiye minissunta nathi barikamata pihita wenawata budusaranai devipihitai parissamin inno,0
Hita hoda patta minissu kawadawat varadinna  neee ğŸ˜˜ğŸ˜˜ğŸ˜˜ğŸ˜˜,0
Anum banum samaga janathawata pihitawannata sithana obata God bless you ayya,0
"Gampaha ewnta witarada kanna nathte , oka bedanawanam kiyawannatiwa bedapan. ubalata itin okkoma baluwada karala kama piganak dunnanam ratath wikunai. Moda yakku.",0
ape  ogomathamai eten horunta mewa terenna,0
Hoda bokka horkan nakarapu salle seyalu Dave pihetai.,0
Oba tumata Jaya wewa. Nirbitha kamata ğŸ’ğŸ’ğŸ’ğŸ’ğŸ’ğŸ‘Œ,0
budu saranai,0
budu sarani,0
Oba thuma janathawata me karana uthum sewayata hisa nama achara karanawa....respect sir...ğŸ™ğŸ™ğŸ™ğŸ™ğŸ™ğŸ™ğŸ™,0
Ane hoda vedak den davas kiyakda kisima kenek monavth dilath neha kisima kenek I gihinuth neha den desa paluvanta rath vey,0
Good work sir..jayawewa...,0
Chtr nowi onna ohomai gema gahanna one  ayye. Adarei â¤ï¸ğŸ™,0
Ranjan mahattahyo oya karanadewal oyata tiyei me wage wada karana oyata godak pin,0
Adambaraiii,0
Niyama wadak ranjan aiye. Samahara aya chande kittu karala ambaaneta kanna bonna dunna.   Danuth ee koronamai. Ee minissumai asarana wla thynne.  Lagadi chnndayak nathi nisa  kawruth penna na.  Manussakamin.minissu gana hithanaawa oya. Elakiri.,0
Oyata owwata waradinne na,0
Hoda wadak sir!! Paksha bedayakin torawa agaya kala yutui..jaya wewa obatumata!!,0
Obata.pin.sar.apita.pakshpata.wedak.neha.minissuasarana.welawe.upakara.karana.akai.manussakama.obathuma.hodawachana.kathakaranna.kaluthara.disthrikkaye.mathugamata.gihin.balanna.ransamanalayata.a.naluwata.adare.minissu.kochchara.innawada.kiyala.budusaranai,0
"Ranjan oyya witharai,me ardarra denne.Anikk ayya niddida?Greate,oyarta athadenna api kammathai.Harith,Germany",0
Karana deyak deyak parissamin Karanna ayye. Moko corona Nisa aye veda varadi. Moko hitha Hoda manussayanata kelavanna thama balan inneâ¤ï¸â¤ï¸,0
"Bohoma pin man eth Bala hitiya nihada ei kiyala  parisssamen RANJA AIYA kali wage hire damai okun theruwan saranaiiiii obathatath udau Karana aiyatath ,,man oyae disthrkkewathnewei  eth SATHUTUI ape aye wenuwen ape lidar aiya Inna eka ğŸ™ğŸ™ğŸ™â¤ï¸â¤ï¸â¤ï¸ADAREI GODAK",0
Niyamai jayawewa,0
Jaya wewa ranji,0
Oba thuma thamai ratata vadak karanne anduwe unta Oni minissunge chande vitharai gampaha janathawa thama vadima chande deela me gon anduwe path kare Ara thadiya makabavikade gampaha janathawa danwath therun ganne janathawa ta udau karanne kaude kiyala ranjan aiyya jayawewa,0
Parissamin aiye. Budu saranai ğŸ‘,0
Oyata b.s sir,0
Ela ayiya,0
Good job  ayiya godak hoda wadak tawatwath mewan wada katayutu karanna sakteya dahereya labewa budusaranayi jayawewaa,0
Godak hodai oba thumağŸ‘,0
Boruwata ragapana gobbayo athara.oba  virayek.ğŸ˜ğŸ˜ğŸ˜ğŸ˜,0
Obeta budusaranai aiye parissamin,0
"Good job Ranjan.MiNuwangoda,diulapitiya,paththe aya bohoma amaruwen Inne,ane e ayata kanna tikak denna.",0
Ranja..hamadamath  duppathun  samagai.. jayama  wewaa...upan  bimata  naya nathi  deshapaalakaya.,0
Oba 225 atmanussayek anituun hoda wada karanawata kamatina duppatagi hitawata budu saranai,0
hodama hoda wedak .oya hoda kenek.,0
Ranjan ayya oyanam supiri manussayek,0
minisunta weelak hari kusa purawaa gannata janathawa wenuwen kapaweemak karana oba thumanta theruwan saranai.. heethuwata palayak athi bawen oba karannaa uu yahapath siyalu dee oba thumanta heethu waawe.. wadak karana aththa kiyana kalaa laruwaanani obata uthtamacharaya,0
Kalin paraka Salli bedaddi minissu pora Kala maruna wage me para hal bedaddi th ehema karaganna EPA .  Lanu dala polim hadala ena ayata beddanna . Parissamen. Budu saranai,0
Sir api minuwangoda..me de kynne mata nme mn gdk danna thathala nthi amma nthuwa eda wela hoyn kala jvth wena paul gdk thynwa....pin sidda wenwa sir puluwsnnm a daruwanta help krnna.......daham guruwariyak vdhta api dnnwa sir asarana daruwo 2_3 inna paul....plzz help krnna...jesu pihitae....,0
"Niyamai ranjan aiye... aiye kiuwe sahodara kamata.. maath gampaha asgiriye... parissamin aiye, oyata oya vitharai",0
Karana wade hodi namuth dawalta beduwanm hodai neda api karana hamadema matu sansareta ona wi,0
Chandeta kalinnam kattiya badu beduwe tharageta ane mehema ratak moda minissu godak,0
Godak honda wedak.. Budu saranai..,0
Supiri wadak ranjan,0
Kari basil uhge duwata denna athi salli  5000  k dunne nh hora basil wesika putha okata nam cancer ekak hadila marenna oneh,1
Budusaranai ranjan aye,0
"Rajaya. Supr  market.  Teka. Vetarak. Arenawa.   Menissunta.  Salli. Ne. Badu. Ganna ,,",0
God bless u ranjan aiyaaaaa....katawath hithune naaa.oyata thama minissunge badaginna danunee.jaya wewa.,0
Ranjan aiye mask eka galawanna EPA  oya aurudu 6 kata aye hirata dai ğŸ˜²,0
Mewage puthek ratata bihikarapu ammatada niwan sapa pthami,0
Ranjan oyata wage hoda hadawath hamotama thiyanawanam ape Lankawa lokenma diwunu wechcha ratak. mokada 100/ 80 kma horu ha thamange suka wihasanaya gana hithana jathiyak. thawa kenekge badaginna danena obata siyalu devi pihita.,0
